Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
10.18,Michael RODGERS,24 APR 1985,USA,3h1,"Crystal Palace, London (GBR)",13 JUL 2012,-1.5
10.18,James DASAOLU,05 SEP 1987,GBR,7sf1,"Olympic Stadium, London (GBR)",05 AUG 2012,0.7
10.18,Suwaibou SANNEH,10 MAR 1990,GAM,8sf1,"Olympic Stadium, London (GBR)",05 AUG 2012,0.7
10.18,Aaron ERNEST,08 NOV 1993,USA,2,"Austin, TX (USA)",30 MAR 2013,1.6
10.18,Ryan BAILEY,13 APR 1989,USA,2,"Walnut, CA (USA)",20 APR 2013,-0.4
10.18,Markesh WOODSON,06 SEP 1993,USA,3,"Columbia, SC (USA)",12 MAY 2013,0.5
10.18,Adam HARRIS,21 JUL 1987,GUY,1h1,"Miramar, FL (USA)",18 MAY 2013,0.4
10.18,Jeff HENDERSON,19 FEB 1989,USA,1,"Pueblo, CO (USA)",25 MAY 2013,-0.4
10.18,Jason LIVERMORE,25 APR 1988,JAM,3f1,Kingston (JAM),08 JUN 2013,1.5
10.18,Jason YOUNG,21 MAR 1991,JAM,3f1,Kingston (JAM),08 JUN 2013,1.5
10.18,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1,Calabar (NGR),20 JUN 2013,-1.6
10.18,Jason LIVERMORE,25 APR 1988,JAM,5,Kingston (JAM),21 JUN 2013,-1.2
10.18,Ramon GITTENS,20 JUL 1987,BAR,1f2,Bridgetown (BAR),22 JUN 2013,0.1
10.18,Ángel David RODRÍGUEZ,25 APR 1980,ESP,1h1,Vitoria (ESP),06 JUL 2013,1.1
10.18,Marvin BRACY,15 DEC 1993,USA,1,Hilversum (NED),07 JUL 2013,1.6
10.18,Jak Ali HARVEY,04 MAY 1989,JAM,3,"Puskás Ferenc Stadion, Budapest (HUN)",10 JUL 2013,0.2
10.18,Adam GEMILI,06 OCT 1993,GBR,1sf1,"Ratinan Stadion, Tampere (FIN)",11 JUL 2013,-0.5
10.18,Antoine ADAMS,31 AUG 1988,SKN,4h3,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,-0.3
10.18,Ángel David RODRÍGUEZ,25 APR 1980,ESP,5,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,0.7
10.18,Just'N THYMES,24 JAN 1994,USA,1f1,"Riverside, CA (USA)",08 MAR 2014,1.8
10.18,Odean SKEEN,28 AUG 1994,JAM,1f1,"El Paso, TX (USA)",22 MAR 2014,0.7
10.18,Shavez HART,06 SEP 1992,BAH,1f2,"Tempe, AZ (USA)",12 APR 2014,0.0
10.18,Sean MCLEAN,23 MAR 1992,USA,3f1,"Walnut, CA (USA)",19 APR 2014,0.0
10.18,Jevaughn MINZIE,20 JUL 1995,JAM,1,Fort-de-France (FRA),19 APR 2014,1.7
10.18,Aaron BROWN,27 MAY 1992,CAN,1,"Los Angeles, CA (USA)",04 MAY 2014,-0.7
10.18,Julian FORTE,07 JAN 1993,JAM,1f8,Kingston (JAM),10 MAY 2014,0.4
10.18,Nic BOWENS,28 JUN 1993,USA,1,"Laramie, WY (USA)",17 MAY 2014,0.8
10.18,Michael RODGERS,24 APR 1985,USA,3,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,0.0
10.18,Peimeng ZHANG,13 MAR 1987,CHN,4,Beijing (CHN),21 MAY 2014,0.0
10.18,Trayvon BROMELL,10 JUL 1995,USA,1h4,"Fayetteville, AR (USA)",29 MAY 2014,0.4
10.18,Bryce ROBINSON,13 NOV 1993,USA,3sf1,"Fayetteville, AR (USA)",30 MAY 2014,0.8
10.18,Trayvon BROMELL,10 JUL 1995,USA,2sf3,"Fayetteville, AR (USA)",30 MAY 2014,-0.4
10.18,Daniel TALBOT,01 MAY 1991,GBR,1sr4,Bedford (GBR),31 MAY 2014,1.1
10.18,Oshane BAILEY,08 SEP 1989,JAM,3f13,Kingston (JAM),31 MAY 2014,0.9
10.18,Maurice MITCHELL,22 DEC 1989,USA,5f1,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,0.4
10.18,Deji TOBAIS,31 OCT 1991,GBR,3f1,Regensburg (GER),07 JUN 2014,0.9
10.18,Jason ROGERS,31 AUG 1991,SKN,2h2,"FBK Stadium, Hengelo (NED)",08 JUN 2014,0.4
10.18,Shavez HART,06 SEP 1992,BAH,2h3,"Eugene, OR (USA)",11 JUN 2014,0.6
10.18,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1f1,Warri (NGR),13 JUN 2014,-0.8
10.18,Kieran DALY,28 SEP 1992,GBR,1,Bedford (GBR),21 JUN 2014,1.4
10.18,Adrian GRIFFITH,11 NOV 1984,BAH,3,Nassau (BAH),27 JUN 2014,0.7
10.18,Chijindu UJAH,05 MAR 1994,GBR,3,Birmingham (GBR),29 JUN 2014,0.3
10.18,Akani SIMBINE,21 SEP 1993,RSA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,0.1
10.18,Jason LIVERMORE,25 APR 1988,JAM,6,"Hampden Park, Glasgow (GBR)",28 JUL 2014,0.0
10.18,Antoine ADAMS,31 AUG 1988,SKN,2sf3,"Hampden Park, Glasgow (GBR)",28 JUL 2014,-0.5
10.18,Dwain CHAMBERS,05 APR 1978,GBR,1h2,"Letzigrund, Zürich (SUI)",12 AUG 2014,-0.4
10.18,Churandy MARTINA,03 JUL 1984,NED,2f2,"Letzigrund, Zürich (SUI)",28 AUG 2014,0.0
10.18,Warren FRASER,08 JUL 1991,BAH,5f2,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,0.7
10.18,Peimeng ZHANG,13 MAR 1987,CHN,6,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,-0.1
10.18,Peimeng ZHANG,13 MAR 1987,CHN,4,Incheon (KOR),28 SEP 2014,0.4
10.18,Kei TAKASE,25 NOV 1988,JPN,2,Nagasaki (JPN),19 OCT 2014,0.0
10.18,Andrew FISHER,15 DEC 1991,JAM,1,Kingston (JAM),31 MAR 2015,-0.8
10.18,Michael MATHIEU,24 JUN 1984,BAH,2f1,"Coral Gables, FL (USA)",11 APR 2015,0.7
10.18,Ronnie BAKER,15 OCT 1993,USA,5f6,"Waco, TX (USA)",18 APR 2015,0.7
10.18,Kemar HYMAN,11 OCT 1989,CAY,1f4,"Gainesville, FL (USA)",24 APR 2015,0.6
10.18,Stanly DEL CARMEN,20 SEP 1995,DOM,1f2,Medellín (COL),09 MAY 2015,1.6
10.18,Remontay MCCLAIN,21 SEP 1992,USA,1f1,"Los Angeles, CA (USA)",09 MAY 2015,1.5
10.18,Kendal WILLIAMS,23 SEP 1995,USA,1h1,"Tallahassee, FL (USA)",15 MAY 2015,0.1
10.18,Remontay MCCLAIN,21 SEP 1992,USA,1f1,"Redlands, CA (USA)",15 MAY 2015,1.3
10.18,Dedric DUKES,04 FEB 1992,USA,3,"Starkville, MS (USA)",16 MAY 2015,0.4
10.18,Peimeng ZHANG,13 MAR 1987,CHN,5,"National Stadium, Beijing (CHN)",20 MAY 2015,0.2
10.18,Tremayne ACY,21 JAN 1995,USA,1qf1,"Jacksonville, FL (USA)",29 MAY 2015,0.6
10.18,Jak Ali HARVEY,04 MAY 1989,TUR,1,Mersin (TUR),30 MAY 2015,-0.1
10.18,Churandy MARTINA,03 JUL 1984,NED,4f1,"Montverde, FL (USA)",06 JUN 2015,1.4
10.18,Dedric DUKES,04 FEB 1992,USA,5sf2,"Eugene, OR (USA)",10 JUN 2015,0.9
10.18,Markesh WOODSON,06 SEP 1993,USA,5sf2,"Eugene, OR (USA)",10 JUN 2015,0.9
10.18,Akani SIMBINE,21 SEP 1993,RSA,4,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,-1.7
10.18,Ryan CLARK,14 SEP 1996,USA,1,La Habana (CUB),13 JUN 2015,1.1
10.18,James DASAOLU,05 SEP 1987,GBR,1h2,Hérouville (FRA),18 JUN 2015,1.5
10.18,Dexter LEE,18 JAN 1991,JAM,2h4,Kingston (JAM),25 JUN 2015,0.2
10.18,Jevaughn MINZIE,20 JUL 1995,JAM,2h4,Kingston (JAM),25 JUN 2015,0.2
10.18,Michael FRATER,06 OCT 1982,JAM,7,Kingston (JAM),26 JUN 2015,0.9
10.18,Christian COLEMAN,06 MAR 1996,USA,2,"Eugene, OR (USA)",26 JUN 2015,2.0
10.18,Sydney SIAME,07 OCT 1997,ZAM,1h1,Lusaka (ZAM),27 JUN 2015,1.3
10.18,Emmanuel BIRON,29 JUL 1988,FRA,8,Paris (FRA),04 JUL 2015,1.3
10.18,Julian FORTE,07 JAN 1993,JAM,1f1,Lignano Sabbiadoro (ITA),07 JUL 2015,-0.9
10.18,Ronnie BAKER,15 OCT 1993,USA,1h2,"Main Stadium, Gwangju (KOR)",08 JUL 2015,1.7
10.18,Kemar HYMAN,11 OCT 1989,CAY,2h3,"Moratalaz, Madrid (ESP)",11 JUL 2015,1.5
10.18,Tyquendo TRACEY,10 JUN 1993,JAM,2h3,Bellinzona (SUI),21 JUL 2015,0.4
10.18,Kemarley BROWN,20 JUL 1992,JAM,3h3,Bellinzona (SUI),21 JUL 2015,0.4
10.18,Levi Asher CADOGAN,08 NOV 1995,BAR,8,"CIBC, Toronto (CAN)",22 JUL 2015,1.1
10.18,Noah LYLES,18 JUL 1997,USA,2,Edmonton (CAN),31 JUL 2015,0.4
10.18,Alex WILSON,19 SEP 1990,SUI,1,Zug (SUI),07 AUG 2015,0.5
10.18,Ramil GULIYEV,29 MAY 1990,TUR,3,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2015,0.3
10.18,Akani SIMBINE,21 SEP 1993,RSA,7,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,-0.4
10.18,Reza GHASEMI,24 JUL 1987,IRI,2,Mungyeong (KOR),06 OCT 2015,1.7
10.18,Nigel ELLIS,08 AUG 1997,JAM,1,Kingston (JAM),18 MAR 2016,0.0
10.18,Akani SIMBINE,21 SEP 1993,RSA,1f1,Johannesburg (RSA),18 MAR 2016,-1.0
10.18,Antoine ADAMS,31 AUG 1988,SKN,1f1,"San Marcos, TX (USA)",01 APR 2016,0.0
10.18,Mosito LEHATA,08 APR 1989,LES,1f2,Réduit (MRI),03 APR 2016,2.0
10.18,Everton CLARKE,24 DEC 1992,JAM,3f9,Kingston (JAM),16 APR 2016,1.6
10.18,Jak Ali HARVEY,04 MAY 1989,TUR,5f1,"Gainesville, FL (USA)",22 APR 2016,0.6
10.18,Wallace SPEARMON,24 DEC 1984,USA,4f3,"Fayetteville, AR (USA)",23 APR 2016,2.0
10.18,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,5f1,"Clermont, FL (USA)",30 APR 2016,1.1
10.18,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1h3,"Clermont, FL (USA)",30 APR 2016,0.7
10.18,Alonso EDWARD,08 DEC 1989,PAN,1h3,"Clermont, FL (USA)",30 APR 2016,0.7
10.18,Emre Zafer BARNES,07 NOV 1988,TUR,1f1,"San Marcos, TX (USA)",30 APR 2016,-0.1
10.18,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,George Town (CAY),14 MAY 2016,0.1
10.18,Elijah HALL-THOMPSON,22 AUG 1994,USA,1h1,"Levelland, TX (USA)",18 MAY 2016,1.2
10.18,Emelio FERGUSON,16 APR 1993,JAM,2,"Levelland, TX (USA)",19 MAY 2016,0.8
10.18,Xavier ATKINS,24 JUN 1996,USA,3,"Levelland, TX (USA)",19 MAY 2016,0.8
10.18,Kirk WILSON,27 MAY 1991,USA,2h1,"Phoenix, AZ (USA)",21 MAY 2016,1.0
10.18,Sean SAFO-ANTWI,31 OCT 1990,GHA,3h1,"FBK Stadium, Hengelo (NED)",22 MAY 2016,1.2
10.18,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,Villeneuve d'Ascq (FRA),22 MAY 2016,0.4
10.18,Julian REUS,29 APR 1988,GER,1f1,Dessau (GER),27 MAY 2016,0.0
10.18,Denis DIMITROV,10 FEB 1994,BUL,2f8,Plovdiv (BUL),29 MAY 2016,0.8
10.18,Ameer WEBB,19 MAR 1991,USA,4,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,0.6
10.18,Tosin OGUNODE,02 MAR 1994,QAT,4h1,"Montverde, FL (USA)",11 JUN 2016,2.0
10.18,Desmond LAWRENCE,19 DEC 1991,USA,1h4,"Montverde, FL (USA)",11 JUN 2016,2.0
10.18,Jak Ali HARVEY,04 MAY 1989,TUR,1,"Olympiastadion, Stockholm (SWE)",16 JUN 2016,-0.8
10.18,Tatenda TSUMBA,12 NOV 1991,ZIM,2f2,"Chula Vista, CA (USA)",18 JUN 2016,1.5
10.18,Seye OGUNLEWE,30 AUG 1991,NGR,5,"Moratalaz, Madrid (ESP)",23 JUN 2016,1.0
10.18,Roberto SKYERS,12 NOV 1991,CUB,1,Bilbao (ESP),25 JUN 2016,1.7
10.18,Chijindu UJAH,05 MAR 1994,GBR,2sf1,Birmingham (GBR),25 JUN 2016,0.2
10.18,Walter DIX,31 JAN 1986,USA,5h5,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1.9
10.18,Zhenye XIE,17 AUG 1993,CHN,5,"Houston, TX (USA)",23 JUL 2016,-0.3
10.18,Khairul Hafiz JANTAN,22 JUL 1998,MAS,1,Kuching (MAS),27 JUL 2016,1.1
10.18,Andrew ROBERTSON,17 DEC 1990,GBR,1sf3,Bedford (GBR),30 JUL 2016,1.5
10.18,Kim COLLINS,05 APR 1976,SKN,4h3,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,-0.1
10.18,James DASAOLU,05 SEP 1987,GBR,3h7,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,-0.4
10.18,Thando ROTO,26 SEP 1995,RSA,1f4,Potchefstroom (RSA),03 MAR 2017,0.0
10.18,Joseph MILLAR,24 SEP 1992,NZL,1,Hamilton (NZL),17 MAR 2017,0.5
10.18,Asafa POWELL,23 NOV 1982,JAM,1f2,St. George's (GRN),08 APR 2017,0.7
10.18,Warren FRASER,08 JUL 1991,BAH,1,"Athens, GA (USA)",08 APR 2017,0.7
10.18,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,2f1,"Azusa, CA (USA)",14 APR 2017,1.8
10.18,Remontay MCCLAIN,21 SEP 1992,USA,1f1,"Riverside, CA (USA)",22 APR 2017,0.2
10.18,James DASAOLU,05 SEP 1987,GBR,2f1,"Gainesville, FL (USA)",28 APR 2017,0.4
10.18,Keston BLEDMAN,08 MAR 1988,TTO,2f1,"Gainesville, FL (USA)",28 APR 2017,0.4
10.18,Remontay MCCLAIN,21 SEP 1992,USA,1f1,"Los Angeles, CA (USA)",06 MAY 2017,1.8
10.18,Reece PRESCOD,29 FEB 1996,GBR,1h1,Newham (GBR),07 MAY 2017,1.5
10.18,Kyree KING,09 JUL 1994,USA,1h3,"Eugene, OR (USA)",13 MAY 2017,1.4
10.18,Dentarius LOCKE,12 DEC 1989,USA,1f2,Baie Mahault (FRA),17 MAY 2017,-0.5
10.18,Christophe LEMAITRE,11 JUN 1990,FRA,1,Montreuil-sous-Bois (FRA),01 JUN 2017,0.1
10.18,Dentarius LOCKE,12 DEC 1989,USA,2,Montreuil-sous-Bois (FRA),01 JUN 2017,0.1
10.18,Ramon GITTENS,20 JUL 1987,BAR,2,Bydgoszcz (POL),02 JUN 2017,1.6
10.18,Richard KILTY,02 SEP 1989,GBR,3f1,Gavardo (ITA),04 JUN 2017,0.5
10.18,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,5,"Stadion Juliska, Praha (CZE)",05 JUN 2017,0.4
10.18,Maxwell WILLIS,02 SEP 1998,USA,6sf3,"Eugene, OR (USA)",07 JUN 2017,1.6
10.18,Yoshihide KIRYU,15 DEC 1995,JPN,6,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,-0.2
10.18,Paulo André CAMILO,20 AUG 1998,BRA,1,Sao Bernardo do Campo (BRA),09 JUN 2017,0.5
10.18,Nickel ASHMEADE,07 APR 1990,JAM,3f2,Kingston (JAM),10 JUN 2017,0.2
10.18,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,1f2,Patra (GRE),17 JUN 2017,0.0
10.18,Reuben ARTHUR,12 OCT 1996,GBR,2,Bedford (GBR),17 JUN 2017,0.2
10.18,Kenzo COTTON,13 MAY 1996,USA,4h4,"Sacramento, CA (USA)",22 JUN 2017,1.2
10.18,Nickel ASHMEADE,07 APR 1990,JAM,5sf1,Kingston (JAM),23 JUN 2017,0.5
10.18,Kavean SMITH,12 MAY 1991,JAM,5sf1,Kingston (JAM),23 JUN 2017,0.5
10.18,Aska CAMBRIDGE,31 MAY 1993,JPN,3,Osaka (JPN),24 JUN 2017,0.6
10.18,Emmanuel MATADI,15 APR 1991,LBR,3f1,Sotteville-lès-Rouen (FRA),07 JUL 2017,1.8
10.18,Brendon RODNEY,09 APR 1992,CAN,2,Ottawa (CAN),07 JUL 2017,0.8
10.18,Alex WILSON,19 SEP 1990,SUI,1f1,Bulle (SUI),08 JUL 2017,0.2
10.18,Nickel ASHMEADE,07 APR 1990,JAM,1f3,Luzern (SUI),11 JUL 2017,0.4
10.18,Isiah YOUNG,05 JAN 1990,USA,1f1,Lignano Sabbiadoro (ITA),12 JUL 2017,-0.5
10.18,Ján VOLKO,02 NOV 1996,SVK,1sf3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",13 JUL 2017,1.5
10.18,Ján VOLKO,02 NOV 1996,SVK,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",14 JUL 2017,0.0
10.18,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,-0.3
10.18,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,-0.3
10.18,Adam GEMILI,06 OCT 1993,GBR,1f1,Mannheim (GER),22 JUL 2017,1.1
10.18,Thando ROTO,26 SEP 1995,RSA,1sf2,"Taipei Municipal Stadium, Taipei City (TPE)",24 AUG 2017,0.1
10.18,Asafa POWELL,23 NOV 1982,JAM,4,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,0.2
10.18,Ryota YAMAGATA,10 JUN 1992,JPN,1h3,Osaka (JPN),24 SEP 2017,-0.2
10.18,Zharnel HUGHES,13 JUL 1995,GBR,1f3,Kingston (JAM),10 FEB 2018,0.6
10.18,Henricho BRUINTJIES,16 JUL 1993,RSA,2sf1,Pretoria (RSA),24 FEB 2018,1.9
10.18,Roberto SKYERS,12 NOV 1991,CUB,2,Camagüey (CUB),14 MAR 2018,1.1
10.18,Anthony SCHWARTZ,05 SEP 2000,USA,1h4,"Gainesville, FL (USA)",29 MAR 2018,2.0
10.18,Brandon CARNES,06 MAR 1995,USA,1f4,"Iowa City, IA (USA)",12 APR 2018,1.1
10.18,Jorge VIDES,24 NOV 1992,BRA,1f4,"Gainesville, FL (USA)",13 APR 2018,0.4
10.18,Riak REESE,23 NOV 1994,USA,1f1,"Knoxville, TN (USA)",13 APR 2018,1.6
10.18,Cravon GILLESPIE,31 JUL 1996,USA,4f1,"Torrance, CA (USA)",21 APR 2018,1.0
10.18,Alonso EDWARD,08 DEC 1989,PAN,1h3,"Clermont, FL (USA)",28 APR 2018,-0.9
10.18,Thembo John MONARENG,14 FEB 1999,RSA,1,Sasolburg (RSA),28 APR 2018,-0.6
10.18,Chederick VAN WYK,18 FEB 1995,RSA,2,Sasolburg (RSA),28 APR 2018,-0.6
10.18,Chijindu UJAH,05 MAR 1994,GBR,4,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,-0.5
10.18,Isiah YOUNG,05 JAN 1990,USA,5,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,-0.5
10.18,Keitavious WALTER,16 APR 1996,USA,6,"Knoxville, TN (USA)",13 MAY 2018,1.1
10.18,Bolade AJOMALE,31 AUG 1995,CAN,1,"Charlotte, NC (USA)",26 MAY 2018,-0.7
10.18,Arthur CISSÉ,29 DEC 1996,CIV,2h1,Forbach (FRA),27 MAY 2018,1.1
10.18,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,6,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1.7
10.18,Micah LARKINS,08 DEC 1994,USA,7sf2,"Eugene, OR (USA)",06 JUN 2018,1.2
10.18,Jhony RENTERIA,26 MAR 1997,COL,1h1,Cochabamba (BOL),06 JUN 2018,-1.1
10.18,Chun-Han YANG,01 JAN 1997,TPE,1sf1,Hiratsuka (JPN),16 JUN 2018,1.4
10.18,Gavin SMELLIE,26 JUN 1986,CAN,1f1,Toronto (CAN),19 JUN 2018,-0.3
10.18,Cordero GRAY,09 MAY 1989,USA,5sf1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1.2
10.18,Simon MAGAKWE,14 MAY 1986,RSA,2,Copenhagen (DEN),26 JUN 2018,-1.0
10.18,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,2,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,0.0
10.18,Lykourgos-Stefanos TSAKONAS,08 MAR 1990,GRE,3h1,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1.6
10.18,Chijindu UJAH,05 MAR 1994,GBR,3,Birmingham (GBR),30 JUN 2018,0.0
10.18,Emre Zafer BARNES,07 NOV 1988,TUR,3,Guadalajara (ESP),06 JUL 2018,0.2
10.18,Marvin RENÉ,11 APR 1995,FRA,1,Albi (FRA),07 JUL 2018,1.6
10.18,Méba Mickaël ZEZE,19 MAY 1994,FRA,2,Albi (FRA),07 JUL 2018,1.6
10.18,Lalu Muhammad ZOHRI,01 JUL 2000,INA,1,"Ratinan Stadion, Tampere (FIN)",11 JUL 2018,1.2
10.18,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h6,Trieste (ITA),14 JUL 2018,0.3
10.18,Ján VOLKO,02 NOV 1996,SVK,2,Tábor (CZE),18 JUL 2018,1.7
10.18,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,8h2,"Olympic Stadium, London (GBR)",21 JUL 2018,0.2
10.18,Nesta CARTER,11 OCT 1985,JAM,1h4,Barranquilla (COL),29 JUL 2018,0.4
10.18,Churandy MARTINA,03 JUL 1984,NED,3sf1,"Olympiastadion, Berlin (GER)",07 AUG 2018,0.4
10.18,Tyquendo TRACEY,10 JUN 1993,JAM,2,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,0.8
10.18,Emmanuel YEBOAH,10 AUG 1997,GHA,1f1,"Canyon, TX (USA)",20 APR 2019,1.1
10.18,Zhiqiang WU,10 APR 1994,CHN,3,Doha (QAT),22 APR 2019,1.5
10.18,Ryota YAMAGATA,10 JUN 1992,JPN,1sf1,Doha (QAT),22 APR 2019,1.2
10.18,Joseph Paul AMOAH,12 JAN 1997,GHA,3,"Greensboro, NC (USA)",04 MAY 2019,1.2
10.18,Tyquendo TRACEY,10 JUN 1993,JAM,9,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,0.9
10.18,Bryce ROBINSON,13 NOV 1993,USA,2,Baie Mahault (FRA),18 MAY 2019,-0.9
10.18,Bernardo BALOYES,06 JAN 1994,COL,1f2,Barranquilla (COL),18 MAY 2019,1.2
10.18,Arthur CISSÉ,29 DEC 1996,CIV,4,"Olympic Stadium, Nanjing (CHN)",21 MAY 2019,0.2
10.18,Mustaqeem WILLIAMS,24 AUG 1995,USA,4qf1,"Jacksonville, FL (USA)",24 MAY 2019,1.2
10.18,Isiah YOUNG,05 JAN 1990,USA,3f1,"Montverde, FL (USA)",08 JUN 2019,0.7
10.18,Cordero GRAY,09 MAY 1989,USA,4f1,Rehlingen (GER),09 JUN 2019,1.7
10.18,Derick SILVA,23 APR 1998,BRA,2h3,Rehlingen (GER),09 JUN 2019,0.9
10.18,Chijindu UJAH,05 MAR 1994,GBR,6,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,0.9
10.18,Christopher BELCHER,29 JAN 1994,USA,1,Šamorín (SVK),15 JUN 2019,-0.9
10.18,Marvin SCHULTE,19 FEB 1999,GER,1sf1,Wetzlar (GER),15 JUN 2019,1.4
10.18,Chijindu UJAH,05 MAR 1994,GBR,2,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,0.0
10.18,Kendal WILLIAMS,23 SEP 1995,USA,2h2,"Boston, MA (USA)",16 JUN 2019,-0.8
10.18,Cameron BURRELL,11 SEP 1994,USA,1,Berlin (GER),22 JUN 2019,0.5
10.18,Kukyoung KIM,19 APR 1991,KOR,1,Jeongseon (KOR),26 JUN 2019,0.1
10.18,Jinsheng LIANG,12 JAN 1996,CHN,6f1,La Chaux-de-Fonds (SUI),30 JUN 2019,0.1
10.18,Alex WILSON,19 SEP 1990,SUI,2h2,La Chaux-de-Fonds (SUI),30 JUN 2019,0.7
10.18,Cameron BURRELL,11 SEP 1994,USA,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,0.2
10.18,Simon MAGAKWE,14 MAY 1986,RSA,3,Trieste (ITA),06 JUL 2019,0.9
10.18,Mario BURKE,18 MAR 1997,BAR,4f2,Padova (ITA),16 JUL 2019,1.7
10.18,Tyquendo TRACEY,10 JUN 1993,JAM,5h2,"Olympic Stadium, London (GBR)",20 JUL 2019,-0.4
10.18,Hassan TAFTIAN,04 MAY 1993,IRI,5,Leverkusen (GER),24 JUL 2019,1.9
10.18,Yohan BLAKE,26 DEC 1989,JAM,2h2,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,-0.3
10.18,Ojie EDOBURUN,02 JUN 1996,GBR,1,"Alexander Stadium, Birmingham (GBR)",24 AUG 2019,-1.9
10.18,Adam GEMILI,06 OCT 1993,GBR,2,"Alexander Stadium, Birmingham (GBR)",24 AUG 2019,-1.9
10.18,Zharnel HUGHES,13 JUL 1995,GBR,3,"Alexander Stadium, Birmingham (GBR)",24 AUG 2019,-1.9
10.18,Sean SAFO-ANTWI,31 OCT 1990,GHA,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 AUG 2019,1.6
10.18,Aaron BROWN,27 MAY 1992,CAN,2,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2019,-0.1
10.18,Yoshihide KIRYU,15 DEC 1995,JPN,4h4,"Khalifa International Stadium, Doha (QAT)",27 SEP 2019,-0.3
10.18,Taymir BURNET,01 OCT 1992,NED,6sf1,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,-0.3
10.18,Jaylen BACON,05 AUG 1996,USA,1f3,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1.5
10.18,Yuhong HE,02 FEB 2001,CHN,1,"Sichuan Xipu Training Base, Chengdu (CHN)",24 JUL 2020,0.5
10.18,Nesta CARTER,11 OCT 1985,JAM,1f5,"Jamaica College Ashenheim Stadium, Kingston (JAM)",25 JUL 2020,1.6
10.18,Filippo TORTU,15 JUN 1998,ITA,1f1,"Stadion Hard, Langenthal (SUI)",05 AUG 2020,0.7
10.18,Maurice EADDY,04 JUN 1995,USA,3f2,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,2.0
10.18,Filippo TORTU,15 JUN 1998,ITA,1f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,0.2
10.18,Lamont Marcell JACOBS,26 SEP 1994,ITA,2h7,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15 AUG 2020,1.7
10.18,Shuhei TADA,24 JUN 1996,JPN,1h2,"Prefectural Stadium, Fukui (JPN)",29 AUG 2020,1.5
10.18,Deniz ALMAS,17 JUL 1997,GER,2f1,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,0.4
